ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Height,Weight,Release Clause,Kit Number
207439,L. Paredes,28,https://cdn.sofifa.net/players/207/439/23_60.png,Argentina,80,80,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€18.5M,€79K,Right,4,4,Medium/ Medium,180cm,75kg,€34.2M,8
205569,J. Ward-Prowse,27,https://cdn.sofifa.net/players/205/569/23_60.png,England,81,82,Southampton,https://cdn.sofifa.net/teams/17/30.png,€29.5M,€69K,Right,3,3,High/ High,173cm,66kg,€58.3M,8
215071,M. Casco,34,https://cdn.sofifa.net/players/215/071/23_60.png,Argentina,77,77,River Plate,https://cdn.sofifa.net/teams/1876/30.png,€3.9M,€17K,Right,5,3,High/ Low,170cm,69kg,€5.5M,20
178518,R. Nainggolan,34,https://cdn.sofifa.net/players/178/518/23_60.png,Belgium,76,76,Royal Antwerp FC,https://cdn.sofifa.net/teams/230/30.png,€3.5M,€22K,Right,3,3,Medium/ Low,177cm,89kg,€5.3M,4
165153,K. Benzema,34,https://cdn.sofifa.net/players/165/153/23_60.png,France,91,91,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€64M,€450K,Right,4,4,Medium/ Medium,185cm,81kg,€131.2M,9
182521,T. Kroos,32,https://cdn.sofifa.net/players/182/521/23_60.png,Germany,88,88,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€72M,€310K,Right,5,3,Medium/ Medium,183cm,76kg,€147.6M,8
121939,17 P. Lahm,32,https://cdn.sofifa.net/players/121/939/17_60.png,Germany,88,88,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€29.5M,€200K,Right,3,3,Medium/ High,170cm,66kg,nan,21
178562,É. Banega,34,https://cdn.sofifa.net/players/178/562/23_60.png,Argentina,81,81,Al Shabab,https://cdn.sofifa.net/teams/111674/30.png,€12M,€47K,Right,4,4,Medium/ Medium,176cm,78kg,€20.4M,10
243576,Pedro Porro,22,https://cdn.sofifa.net/players/243/576/23_60.png,Spain,81,87,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€38.5M,€15K,Right,3,3,High/ Medium,173cm,69kg,€84.7M,24
236791,A. Barák,27,https://cdn.sofifa.net/players/236/791/23_60.png,Czech Republic,81,82,Hellas Verona,https://cdn.sofifa.net/teams/206/30.png,€30M,€41K,Left,3,4,High/ Medium,190cm,86kg,€53.3M,7
209989,T. Partey,29,https://cdn.sofifa.net/players/209/989/23_60.png,Ghana,84,84,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€36M,€115K,Right,3,3,Medium/ High,185cm,77kg,€68.4M,5
241637,A. Tchouaméni,22,https://cdn.sofifa.net/players/241/637/23_60.png,France,82,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€61.5M,€145K,Right,3,3,Medium/ High,187cm,81kg,€138.4M,18
183898,Á. Di María,34,https://cdn.sofifa.net/players/183/898/23_60.png,Argentina,84,84,Juventus,https://cdn.sofifa.net/teams/45/30.png,€20M,€160K,Left,2,5,High/ Medium,180cm,69kg,€34M,22
164169,19 Filipe Luís,32,https://cdn.sofifa.net/players/164/169/19_60.png,Brazil,85,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€21.5M,€80K,Left,3,3,High/ Medium,182cm,74kg,€44.1M,3
207410,M. Kovačić,28,https://cdn.sofifa.net/players/207/410/23_60.png,Croatia,84,84,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€42M,€155K,Right,4,4,High/ High,176cm,80kg,€77.7M,8
200104,H. Son,29,https://cdn.sofifa.net/players/200/104/23_60.png,Korea Republic,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€101M,€240K,Right,5,4,High/ Medium,183cm,78kg,€191.9M,7
189596,T. Müller,32,https://cdn.sofifa.net/players/189/596/23_60.png,Germany,87,87,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€63M,€115K,Right,4,3,High/ High,185cm,76kg,€104M,25
214997,Á. Correa,27,https://cdn.sofifa.net/players/214/997/23_60.png,Argentina,83,84,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€42.5M,€80K,Right,4,4,High/ Medium,171cm,70kg,€90.3M,10
192638,Marcos Alonso,31,https://cdn.sofifa.net/players/192/638/23_60.png,Spain,79,79,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€12.5M,€95K,Left,3,3,High/ Low,188cm,85kg,€23.1M,3
155862,Sergio Ramos,36,https://cdn.sofifa.net/players/155/862/23_60.png,Spain,84,84,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€7.5M,€75K,Right,3,3,High/ Medium,184cm,82kg,€13.9M,4
180206,M. Pjanić,32,https://cdn.sofifa.net/players/180/206/23_60.png,Bosnia and Herzegovina,81,81,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€20M,€145K,Right,4,3,Medium/ Medium,178cm,72kg,€41M,16
226162,E. Buendía,25,https://cdn.sofifa.net/players/226/162/23_60.png,Argentina,80,82,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€26.5M,€84K,Right,4,4,High/ High,172cm,65kg,€52.3M,10
189125,G. Bonaventura,32,https://cdn.sofifa.net/players/189/125/23_60.png,Italy,78,78,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,€11M,€52K,Right,3,4,High/ Medium,181cm,75kg,€18.7M,5
135455,16 Maicon,33,https://cdn.sofifa.net/players/135/455/16_60.png,Brazil,77,77,Roma,https://cdn.sofifa.net/teams/52/30.png,€2.9M,€70K,Right,3,2,High/ Medium,184cm,77kg,nan,13
217870,G. Di Lorenzo,28,https://cdn.sofifa.net/players/217/870/23_60.png,Italy,82,82,Napoli,https://cdn.sofifa.net/teams/48/30.png,€27.5M,€66K,Right,3,3,Medium/ Medium,183cm,83kg,€46.8M,22
236480,Y. Bissouma,25,https://cdn.sofifa.net/players/236/480/23_60.png,Mali,81,86,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€34.5M,€88K,Right,3,4,High/ Medium,182cm,80kg,€68.1M,38
171877,M. Hamšík,34,https://cdn.sofifa.net/players/171/877/23_60.png,Slovakia,80,80,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,€9.5M,€45K,Right,5,4,High/ Medium,183cm,73kg,€18.1M,17
176676,22 Marcelo,33,https://cdn.sofifa.net/players/176/676/22_60.png,Brazil,79,79,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€9M,€125K,Left,4,5,High/ Low,174cm,75kg,€18.5M,12
189362,21 Hulk,33,https://cdn.sofifa.net/players/189/362/21_60.png,Brazil,80,80,Shanghai Port FC,https://cdn.sofifa.net/teams/112540/30.png,€13M,€20K,Left,3,4,High/ Low,180cm,85kg,€20.8M,10
171579,Raúl García,35,https://cdn.sofifa.net/players/171/579/23_60.png,Spain,80,80,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,€9M,€28K,Right,3,3,Medium/ Medium,184cm,83kg,€18.9M,22
231866,Rodri,26,https://cdn.sofifa.net/players/231/866/23_60.png,Spain,87,89,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€88.5M,€200K,Right,4,3,Medium/ High,191cm,82kg,€170.4M,16
252060,T. Pobega,22,https://cdn.sofifa.net/players/252/060/23_60.png,Italy,76,85,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€17M,€45K,Left,4,3,High/ Medium,188cm,78kg,€32.3M,32
227813,O. Zinchenko,25,https://cdn.sofifa.net/players/227/813/23_60.png,Ukraine,79,82,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€21.5M,€73K,Left,3,3,High/ Medium,175cm,64kg,€42.5M,35
247090,E. Fernández,21,https://cdn.sofifa.net/players/247/090/23_60.png,Argentina,78,87,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€31.5M,€12K,Right,4,3,High/ High,180cm,77kg,€69.3M,13
230256,Adryan Zonta,30,https://cdn.sofifa.net/players/230/256/23_60.png,Brazil,81,81,RB Bragantino,https://cdn.sofifa.net/teams/112472/30.png,€22M,€23K,Left,4,2,Medium/ Medium,172cm,68kg,€41.8M,7
239231,Cucurella,23,https://cdn.sofifa.net/players/239/231/23_60.png,Spain,81,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€34.5M,€90K,Left,3,3,High/ High,172cm,66kg,€66.4M,32
198164,Jonathan Viera,32,https://cdn.sofifa.net/players/198/164/23_60.png,Spain,80,80,Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/30.png,€16.5M,€14K,Right,4,4,High/ Medium,171cm,67kg,€26.4M,21
168651,I. Rakitić,34,https://cdn.sofifa.net/players/168/651/23_60.png,Croatia,82,82,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€14M,€39K,Right,4,3,Medium/ Medium,184cm,78kg,€29.4M,10
203535,T. Vilhena,27,https://cdn.sofifa.net/players/203/535/23_60.png,Netherlands,76,76,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,€8M,€19K,Left,4,3,High/ High,175cm,70kg,€16.8M,19
215798,M. Cornet,25,https://cdn.sofifa.net/players/215/798/23_60.png,Côte d'Ivoire,78,81,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€18.5M,€63K,Left,4,3,High/ Medium,179cm,69kg,€36.5M,14
233419,Raphinha,25,https://cdn.sofifa.net/players/233/419/23_60.png,Brazil,83,86,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€48M,€180K,Left,4,4,High/ High,176cm,68kg,€102M,22
230658,Arthur,25,https://cdn.sofifa.net/players/230/658/23_60.png,Brazil,80,82,Juventus,https://cdn.sofifa.net/teams/45/30.png,€26.5M,€100K,Right,3,4,Medium/ Medium,171cm,73kg,€47M,5
146562,21 Santi Cazorla,35,https://cdn.sofifa.net/players/146/562/21_60.png,Spain,82,82,,https://cdn.sofifa.net/flags/es.png,€0,€0,Right,5,4,High/ Medium,168cm,65kg,nan,20
205498,Jorginho,30,https://cdn.sofifa.net/players/205/498/23_60.png,Italy,85,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€51.5M,€165K,Right,3,3,Medium/ Medium,180cm,68kg,€95.3M,5
210881,J. McGinn,27,https://cdn.sofifa.net/players/210/881/23_60.png,Scotland,79,80,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€20M,€83K,Left,2,3,High/ High,178cm,68kg,€39.5M,7
236496,M. Guendouzi,23,https://cdn.sofifa.net/players/236/496/23_60.png,France,80,86,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€33M,€41K,Right,3,4,Medium/ High,185cm,68kg,€69.3M,6
198031,Sérgio Oliveira,30,https://cdn.sofifa.net/players/198/031/23_60.png,Portugal,79,79,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€17M,€70K,Right,4,3,Medium/ Medium,181cm,78kg,€32.3M,27
210008,A. Rabiot,27,https://cdn.sofifa.net/players/210/008/23_60.png,France,80,81,Juventus,https://cdn.sofifa.net/teams/45/30.png,€24M,€105K,Left,3,3,Medium/ Medium,192cm,80kg,€42.6M,25
203483,D. Klaassen,29,https://cdn.sofifa.net/players/203/483/23_60.png,Netherlands,79,79,Ajax,https://cdn.sofifa.net/teams/245/30.png,€17M,€21K,Right,3,3,High/ High,179cm,70kg,€23.8M,6
216594,N. Fekir,28,https://cdn.sofifa.net/players/216/594/23_60.png,France,85,85,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€54.5M,€48K,Left,4,4,High/ Medium,173cm,75kg,€114.5M,8
210406,P. Zieliński,28,https://cdn.sofifa.net/players/210/406/23_60.png,Poland,83,83,Napoli,https://cdn.sofifa.net/teams/48/30.png,€36.5M,€78K,Right,5,4,Medium/ Medium,180cm,75kg,€62.1M,20
192883,H. Mkhitaryan,33,https://cdn.sofifa.net/players/192/883/23_60.png,Armenia,81,81,Inter,https://cdn.sofifa.net/teams/44/30.png,€16M,€74K,Right,5,4,High/ Low,177cm,75kg,€26.4M,22
248243,E. Camavinga,19,https://cdn.sofifa.net/players/248/243/23_60.png,France,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€38M,€78K,Left,3,4,High/ High,182cm,68kg,€85.5M,16
226271,Fabián,26,https://cdn.sofifa.net/players/226/271/23_60.png,Spain,83,85,Napoli,https://cdn.sofifa.net/teams/48/30.png,€44.5M,€75K,Left,3,4,Medium/ Medium,189cm,70kg,€79M,8
138412,J. Milner,36,https://cdn.sofifa.net/players/138/412/23_60.png,England,78,78,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€4.4M,€69K,Right,4,3,Medium/ High,175cm,70kg,€8.1M,7
191740,Ander Herrera,32,https://cdn.sofifa.net/players/191/740/23_60.png,Spain,79,79,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€14M,€78K,Right,4,3,High/ High,182cm,71kg,€25.9M,21
156519,H. Herrera,32,https://cdn.sofifa.net/players/156/519/23_60.png,Mexico,80,80,Houston Dynamo,https://cdn.sofifa.net/teams/698/30.png,€16.5M,€12K,Right,4,3,Medium/ Medium,185cm,78kg,€23.9M,16
246191,J. Álvarez,22,https://cdn.sofifa.net/players/246/191/23_60.png,Argentina,78,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€32M,€100K,Right,4,4,High/ High,173cm,71kg,€65.6M,19
240709,R. Baku,24,https://cdn.sofifa.net/players/240/709/23_60.png,Germany,80,84,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,€30M,€46K,Right,4,3,High/ Medium,176cm,75kg,€53.3M,20
223874,V. Rongier,27,https://cdn.sofifa.net/players/223/874/23_60.png,France,78,79,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€16M,€40K,Right,4,3,Medium/ Medium,172cm,70kg,€31.6M,21
239085,E. Haaland,21,https://cdn.sofifa.net/players/239/085/23_60.png,Norway,88,94,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€148M,€220K,Left,3,3,High/ Medium,195cm,94kg,€303.4M,9
222077,M. Locatelli,24,https://cdn.sofifa.net/players/222/077/23_60.png,Italy,82,86,Juventus,https://cdn.sofifa.net/teams/45/30.png,€40M,€37K,Right,4,3,Medium/ High,185cm,75kg,nan,27
239301,L. Martínez,24,https://cdn.sofifa.net/players/239/301/23_60.png,Argentina,81,86,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€35M,€95K,Left,3,3,Medium/ High,178cm,77kg,€69.1M,6
229752,D. Sow,25,https://cdn.sofifa.net/players/229/752/23_60.png,Switzerland,80,82,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,€26.5M,€34K,Right,4,3,Medium/ High,184cm,76kg,€47M,8
184943,19 Ramires,31,https://cdn.sofifa.net/players/184/943/19_60.png,Brazil,80,80,Jiangsu FC,https://cdn.sofifa.net/teams/112162/30.png,€10M,€30K,Right,3,4,High/ High,179cm,69kg,€21.5M,7
233064,M. Mount,23,https://cdn.sofifa.net/players/233/064/23_60.png,England,84,87,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€57.5M,€130K,Right,4,3,High/ High,180cm,74kg,€110.7M,19
189271,F. Coquelin,31,https://cdn.sofifa.net/players/189/271/23_60.png,France,80,80,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€17.5M,€39K,Right,4,3,Medium/ High,176cm,74kg,€36.8M,19
199304,Danilo,30,https://cdn.sofifa.net/players/199/304/23_60.png,Brazil,80,80,Juventus,https://cdn.sofifa.net/teams/45/30.png,€18M,€95K,Right,4,3,Medium/ High,184cm,78kg,€30.6M,6
221363,D. van de Beek,25,https://cdn.sofifa.net/players/221/363/23_60.png,Netherlands,79,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€25.5M,€105K,Right,3,3,High/ Medium,184cm,74kg,€50.4M,34
208830,J. Vardy,35,https://cdn.sofifa.net/players/208/830/23_60.png,England,85,85,Leicester City,https://cdn.sofifa.net/teams/95/30.png,€23M,€110K,Right,4,3,High/ Medium,179cm,74kg,€43.7M,9
216320,S. Fofana,27,https://cdn.sofifa.net/players/216/320/23_60.png,Côte d'Ivoire,81,81,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,€27.5M,€43K,Right,4,4,High/ High,185cm,74kg,€52.3M,8
253727,L. Provod,25,https://cdn.sofifa.net/players/253/727/23_60.png,Czech Republic,75,80,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,€8M,€1K,Left,4,3,High/ High,189cm,84kg,€18.2M,17
203376,V. van Dijk,30,https://cdn.sofifa.net/players/203/376/23_60.png,Netherlands,90,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€98M,€230K,Right,3,2,Medium/ High,193cm,92kg,€181.3M,4
229927,Gerson,25,https://cdn.sofifa.net/players/229/927/23_60.png,Brazil,78,82,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€19.5M,€38K,Left,3,3,Medium/ Medium,184cm,76kg,€38.5M,8
233029,R. Aliendro,31,https://cdn.sofifa.net/players/233/029/23_60.png,Argentina,76,76,River Plate,https://cdn.sofifa.net/teams/1876/30.png,€6M,€17K,Right,3,4,High/ High,173cm,72kg,€8.4M,27
146954,18 Gabi,33,https://cdn.sofifa.net/players/146/954/18_60.png,Spain,81,81,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€10.5M,€60K,Right,3,2,Medium/ High,181cm,74kg,€21.5M,14
210411,Otávio,27,https://cdn.sofifa.net/players/210/411/23_60.png,Portugal,82,82,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€32.5M,€21K,Right,3,4,High/ High,171cm,67kg,€65M,25
200610,K. Volland,29,https://cdn.sofifa.net/players/200/610/23_60.png,Germany,82,82,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€30.5M,€76K,Left,4,3,High/ High,179cm,85kg,€58M,31
223273,M. Pašalić,27,https://cdn.sofifa.net/players/223/273/23_60.png,Croatia,81,81,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€27.5M,€60K,Right,4,4,Medium/ Medium,188cm,82kg,€46.8M,88
269760,R. Kent,40,https://cdn.sofifa.net/players/269/760/23_60.png,England,83,83,AFC Richmond,https://cdn.sofifa.net/teams/116418/30.png,€0,€45K,Left,3,3,High/ High,182cm,82kg,nan,6
225201,Álex Berenguer,26,https://cdn.sofifa.net/players/225/201/23_60.png,Spain,80,80,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,€23M,€33K,Right,4,3,High/ Medium,175cm,73kg,€48.3M,7
234568,Gedson Fernandes,23,https://cdn.sofifa.net/players/234/568/23_60.png,Portugal,77,81,Beşiktaş JK,https://cdn.sofifa.net/teams/327/30.png,€15M,€42K,Right,3,3,High/ High,181cm,71kg,€31.1M,83
223959,L. Torreira,26,https://cdn.sofifa.net/players/223/959/23_60.png,Uruguay,81,83,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€28.5M,€73K,Right,3,3,Medium/ High,166cm,60kg,€56.3M,5
227236,A. Zambo Anguissa,26,https://cdn.sofifa.net/players/227/236/23_60.png,Cameroon,81,83,Napoli,https://cdn.sofifa.net/teams/48/30.png,€28.5M,€58K,Right,3,3,Medium/ Low,184cm,78kg,€50.6M,99
222558,R. Karsdorp,27,https://cdn.sofifa.net/players/222/558/23_60.png,Netherlands,80,81,Roma,https://cdn.sofifa.net/teams/52/30.png,€22M,€63K,Right,3,3,High/ Medium,184cm,80kg,€39.1M,2
208461,M. de Roon,31,https://cdn.sofifa.net/players/208/461/23_60.png,Netherlands,80,80,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€15M,€51K,Right,3,3,Medium/ High,185cm,76kg,€25.5M,15
211093,C. McGregor,29,https://cdn.sofifa.net/players/211/093/23_60.png,Scotland,77,77,Celtic,https://cdn.sofifa.net/teams/78/30.png,€9M,€50K,Left,4,4,High/ High,178cm,74kg,€16.2M,42
162347,João Moutinho,35,https://cdn.sofifa.net/players/162/347/23_60.png,Portugal,81,81,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,€10.5M,€70K,Right,4,3,Medium/ Medium,170cm,61kg,€20M,28
162240,22 M. Dembélé,33,https://cdn.sofifa.net/players/162/240/22_60.png,Belgium,79,79,Guangzhou City,https://cdn.sofifa.net/teams/112429/30.png,€11M,€21K,Left,2,4,High/ High,185cm,85kg,€17.1M,8
247851,Bruno Guimarães,24,https://cdn.sofifa.net/players/247/851/23_60.png,Brazil,81,86,Newcastle United,https://cdn.sofifa.net/teams/13/30.png,€38.5M,€88K,Right,2,3,High/ High,182cm,74kg,€76M,39
242444,João Félix,22,https://cdn.sofifa.net/players/242/444/23_60.png,Portugal,84,90,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€68.5M,€78K,Right,4,5,Medium/ Medium,181cm,70kg,€154.1M,7
184200,M. Arnautović,33,https://cdn.sofifa.net/players/184/200/23_60.png,Austria,82,82,Bologna,https://cdn.sofifa.net/teams/189/30.png,€19.5M,€51K,Right,4,4,Medium/ Low,192cm,83kg,€33.2M,9
231943,Richarlison,25,https://cdn.sofifa.net/players/231/943/23_60.png,Brazil,81,84,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€34.5M,€105K,Right,5,4,High/ Medium,181cm,71kg,€68.1M,9
222665,M. Ødegaard,23,https://cdn.sofifa.net/players/222/665/23_60.png,Norway,84,89,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€63.5M,€105K,Left,2,5,High/ Medium,178cm,68kg,€125.4M,8
251854,Pedri,19,https://cdn.sofifa.net/players/251/854/23_60.png,Spain,85,93,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€116M,€115K,Right,4,4,High/ High,174cm,61kg,€261M,8
208135,A. Doucouré,29,https://cdn.sofifa.net/players/208/135/23_60.png,Mali,79,79,Everton,https://cdn.sofifa.net/teams/7/30.png,€17M,€49K,Right,3,3,High/ High,184cm,76kg,€32.3M,16
208093,Gerard Moreno,30,https://cdn.sofifa.net/players/208/093/23_60.png,Spain,85,85,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€53M,€64K,Left,4,3,High/ Medium,180cm,77kg,€111.3M,7
213648,P. Højbjerg,26,https://cdn.sofifa.net/players/213/648/23_60.png,Denmark,83,85,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€40.5M,€110K,Right,4,3,High/ High,187cm,84kg,€80M,5
216189,Capa,30,https://cdn.sofifa.net/players/216/189/23_60.png,Spain,77,77,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,€9M,€25K,Right,3,3,High/ High,175cm,75kg,€18.9M,21
135507,22 Fernandinho,36,https://cdn.sofifa.net/players/135/507/22_60.png,Brazil,81,81,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€5M,€86K,Right,4,3,Medium/ High,179cm,67kg,€9.3M,25
204539,L. Advíncula,32,https://cdn.sofifa.net/players/204/539/23_60.png,Peru,76,76,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,€5M,€16K,Right,3,3,High/ Medium,180cm,80kg,€7M,17
211110,P. Dybala,28,https://cdn.sofifa.net/players/211/110/23_60.png,Argentina,86,86,Roma,https://cdn.sofifa.net/teams/52/30.png,€69.5M,€130K,Left,3,4,High/ Low,177cm,75kg,€118.2M,21
227535,R. Bentancur,25,https://cdn.sofifa.net/players/227/535/23_60.png,Uruguay,79,83,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€24.5M,€85K,Right,4,4,Medium/ Medium,187cm,73kg,€48.4M,30
199434,D. Tadić,33,https://cdn.sofifa.net/players/199/434/23_60.png,Serbia,84,84,Ajax,https://cdn.sofifa.net/teams/245/30.png,€26.5M,€32K,Left,3,4,Medium/ Medium,181cm,76kg,€37.1M,10
251116,T. Holeš,29,https://cdn.sofifa.net/players/251/116/23_60.png,Czech Republic,78,78,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,€12M,€1K,Right,4,2,High/ High,180cm,73kg,€26.4M,3
229984,B. Chilwell,25,https://cdn.sofifa.net/players/229/984/23_60.png,England,82,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€37M,€110K,Left,3,3,High/ Medium,180cm,77kg,€71.2M,21
